nu_cm1,S_cm_per_molec,gamma_air,gamma_self,elower,iso,band_upper,band_lower,branch_J
1261.0553,1.649e-28,0.0709,0.087,3237.9676,1,1111,0111,Q 32f
1261.0597,9.969e-20,0.0725,0.09,316.6717,1,1000,0000,P 27e
1261.0604,4.782e-26,0.0709,0.087,3487.134,1,2310,1310,P 32e
1261.0651,2.131e-28,0.082,0.105,3136.7186,4,2310,2110,R 10f
1261.0698,5.141e-22,0.0745,0.094,211.9597,2,1000,0000,P 22e
1261.0746,8.024e-28,0.0683,0.08,4261.5424,1,1600,0600,P 43e
1261.0756,1.767e-27,0.0699,0.084,1696.7892,4,1220,0220,Q 36e
1261.0767,1.494e-27,0.0696,0.084,1726.055,4,1220,0220,Q 37f
1261.0780,5.756e-26,0.0729,0.091,1472.6126,1,1200,0220,P 26e
1261.0812,8.270e-27,0.0754,0.096,2606.8726,2,2200,1200,P 20e
1261.0826,1.477e-28,0.0704,0.086,4694.9535,1,2510,1510,P 34e
1261.0828,1.928e-23,0.0722,0.09,2219.8714,1,2110,1110,P 28f
1261.0863,3.697e-28,0.0749,0.095,1961.2268,1,1310,0330,P 21f
1261.0954,1.878e-26,0.0692,0.083,3722.1458,1,2330,1330,P 39f
1261.0974,1.878e-26,0.0692,0.083,3722.1408,1,2330,1330,P 39e
1261.0982,4.728e-26,0.0709,0.087,3488.8351,1,2310,1310,P 32f
1261.1003,3.882e-27,0.0745,0.094,2672.6916,4,3000,2000,R 21e
1261.1005,1.451e-28,0.0704,0.086,4697.6821,1,2510,1510,P 34f
1261.1023,2.994e-28,0.0833,0.106,3179.8071,3,2310,2110,P 10e
1261.1025,7.245e-27,0.0725,0.09,2068.3369,5,1330,0330,P 27f
1261.1027,7.245e-27,0.0725,0.09,2068.3364,5,1330,0330,P 27e
1261.1041,3.005e-21,0.0704,0.086,1087.337,1,1110,0110,P 34e
1261.1048,2.991e-28,0.0833,0.106,3179.9227,3,2310,2110,P 10f
1261.1078,6.299e-26,0.0672,0.077,3387.182,1,1440,0440,P 49e
1261.1083,6.299e-26,0.0672,0.077,3387.1808,1,1440,0440,P 49f
1261.1259,5.492e-22,0.0754,0.096,1460.12,1,2000,1000,P 20e
1261.1266,2.287e-28,0.0765,0.098,4588.0765,1,4110,3110,P 18e
1261.1271,1.939e-25,0.0683,0.08,3127.0536,1,1420,0420,P 43e
1261.1275,5.989e-28,0.0683,0.08,4455.5681,1,1640,1440,P 43e
1261.1277,5.989e-28,0.0683,0.08,4455.5678,1,1640,1440,P 43f
1261.1309,8.176e-27,0.088,0.11,3381.4726,1,1201,0201,P 6e
1261.1338,1.679e-24,0.0791,0.102,2650.6094,1,3000,2000,P 14e
1261.1363,2.507e-28,0.0672,0.077,4529.7706,1,2440,0640,P 49e
1261.1389,2.507e-28,0.0672,0.077,4529.7637,1,2440,0640,P 49f
1261.1400,3.523e-28,0.0729,0.091,3312.5866,2,2330,1330,P 26f
1261.1408,3.524e-28,0.0729,0.091,3312.5854,2,2330,1330,P 26e
1261.1468,6.127e-25,0.0704,0.086,2972.6744,1,2220,1220,P 34e
1261.1570,2.379e-26,0.0668,0.076,2280.065,1,1220,0200,P 51e
1261.1640,1.772e-27,0.0699,0.084,1696.7366,4,1220,0220,Q 36f
1261.1647,1.821e-24,0.0892,0.111,2232.0679,1,1001,0001,R 4e
1261.1687,6.134e-25,0.0704,0.086,2972.6028,1,2220,1220,P 34f
1261.1700,2.089e-27,0.0701,0.085,1668.256,4,1220,0220,Q 35e
1261.1710,6.306e-26,0.0833,0.106,1875.4262,4,2110,1110,R 9e
1261.1728,1.146e-23,0.0868,0.109,600.8463,4,1110,0110,R 6e
1261.1781,6.030e-26,0.0922,0.114,2803.2911,1,1111,0111,P 3f
1261.1794,1.277e-24,0.0719,0.089,1509.4543,2,1200,0200,P 29e
1261.1803,2.279e-28,0.0765,0.098,4588.5264,1,4110,3110,P 18f
1261.1821,6.031e-26,0.0922,0.114,2803.2817,1,1111,0111,P 3e
1261.1860,2.985e-21,0.0704,0.086,1088.2781,1,1110,0110,P 34f
1261.1917,1.146e-23,0.0868,0.109,600.8762,4,1110,0110,R 6f
1261.1983,1.246e-28,0.0672,0.077,3485.0375,1,2220,1200,P 49e
1261.2021,2.770e-28,0.0709,0.087,2778.2875,5,1440,0440,P 32e
1261.2022,2.770e-28,0.0709,0.087,2778.2875,5,1440,0440,P 32f
1261.2073,7.108e-28,0.0749,0.095,2496.4629,5,1400,0400,P 21e
1261.2141,6.304e-26,0.0833,0.106,1875.5045,4,2110,1110,R 9f
1261.2145,1.940e-28,0.0712,0.088,3211.332,1,1111,0111,Q 31f
1261.2165,1.382e-25,0.0765,0.098,2002.8779,2,2110,1110,P 18e
1261.2167,1.092e-27,0.0733,0.092,2442.4446,3,0600,0001,R 24e
1261.2176,1.379e-25,0.0765,0.098,2003.1831,2,2110,1110,P 18f
1261.2221,1.951e-25,0.0683,0.08,3126.452,1,1420,0420,P 43f
1261.2240,7.312e-28,0.0777,0.1,2562.2195,5,2220,1220,P 16e
1261.2253,7.312e-28,0.0777,0.1,2562.2169,5,2220,1220,P 16f
1261.2404,1.551e-26,0.0791,0.102,3556.1224,1,2001,1001,R 13e
1261.2492,2.095e-27,0.0701,0.085,1668.2088,4,1220,0220,Q 35f
1261.2595,1.174e-25,0.0791,0.102,1947.4928,3,2110,1110,P 14e
1261.2616,2.463e-27,0.0704,0.086,1640.514,4,1220,0220,Q 34e
1261.2631,8.528e-28,0.0783,0.101,2857.0563,3,1111,0111,R 14e
1261.2682,1.172e-25,0.0791,0.102,1947.6755,3,2110,1110,P 14f
1261.2855,8.171e-26,0.0729,0.091,2021.1518,3,1310,0310,P 26e
1261.2858,4.382e-28,0.0892,0.111,4070.2605,1,2111,1111,R 4e
1261.2911,5.277e-28,0.0868,0.109,2458.4504,5,2200,1200,P 7e
1261.2918,8.117e-26,0.0729,0.091,2022.1224,3,1310,0310,P 26f
1261.2993,4.382e-28,0.0892,0.111,4070.2782,1,2111,1111,R 4f
1261.3131,8.523e-28,0.0783,0.101,2857.2094,3,1111,0111,R 14f
1261.3132,7.135e-27,0.0677,0.079,3824.0353,1,1530,0530,P 46f
1261.3261,5.773e-28,0.0707,0.086,2645.8152,5,1001,0001,R 32e
1261.3325,2.470e-27,0.0704,0.086,1640.4718,4,1220,0220,Q 34f
1261.3357,7.142e-27,0.0677,0.079,3823.9597,1,1530,0530,P 46e
1261.3365,1.995e-27,0.0696,0.084,2894.3668,2,1440,0440,P 37e
1261.3366,1.995e-27,0.0696,0.084,2894.3664,2,1440,0440,P 37f
1261.3409,7.793e-28,0.0783,0.101,4048.4358,1,1331,0331,P 15f
1261.3409,7.793e-28,0.0783,0.101,4048.4357,1,1331,0331,P 15e
1261.3504,2.896e-27,0.0707,0.086,1613.5634,4,1220,0220,Q 33e
1261.3561,3.038e-22,0.0759,0.097,135.2691,4,1000,0000,R 18e
1261.3584,2.042e-28,0.0857,0.108,3012.2596,4,3110,1310,R 7e
1261.3625,4.630e-26,0.0704,0.086,2227.015,2,1330,0330,P 34f
1261.3646,4.631e-26,0.0704,0.086,2227.008,2,1330,0330,P 34e
1261.3665,2.881e-28,0.0754,0.096,1943.5646,1,1310,0330,P 20e
1261.3666,1.534e-28,0.0625,0.064,3643.4224,1,0330,0110,R 85e
1261.3687,2.274e-28,0.0715,0.088,3185.5273,1,1111,0111,Q 30f
1261.3813,4.788e-28,0.0745,0.094,3215.45,2,1510,1310,P 22f
1261.3917,2.042e-28,0.0857,0.108,3012.338,4,3110,1310,R 7f
1261.3942,4.815e-28,0.0745,0.094,3214.6036,2,1510,1310,P 22e
1261.3961,5.878e-28,0.0736,0.093,2562.851,5,1420,0420,P 24e
1261.3966,8.641e-25,0.0906,0.112,1277.9572,3,2000,1000,P 4e
1261.4084,5.882e-28,0.0736,0.093,2562.8025,5,1420,0420,P 24f
1261.4136,2.902e-27,0.0707,0.086,1613.5258,4,1220,0220,Q 33f
1261.4277,1.047e-28,0.0707,0.086,4833.0321,1,2530,2330,P 33f
1261.4282,1.047e-28,0.0707,0.086,4833.0308,1,2530,2330,P 33e
1261.4315,2.344e-23,0.0906,0.112,8.1334,5,1000,0000,P 4e
1261.4365,3.393e-27,0.0709,0.087,1587.4042,4,1220,0220,Q 32e
1261.4409,1.720e-27,0.0892,0.111,2317.3271,4,2220,0420,P 5e
1261.4409,1.720e-27,0.0892,0.111,2317.327,4,2220,0420,P 5f
1261.4460,2.947e-27,0.0709,0.087,4062.7683,1,2400,1400,P 32e
1261.4464,3.054e-28,0.0922,0.114,2742.093,2,1111,0111,R 2e
1261.4503,1.430e-22,0.0699,0.084,1727.0319,1,1200,0200,P 36e
1261.4504,3.740e-28,0.0694,0.083,1766.0542,2,1220,0200,P 38e
1261.4521,3.054e-28,0.0922,0.114,2742.0978,2,1111,0111,R 2f
1261.4756,6.517e-28,0.0681,0.08,4308.9112,1,0820,0620,P 44e
1261.4885,1.151e-24,0.0722,0.09,2801.3737,1,2200,1200,P 28e
1261.4886,4.270e-26,0.0846,0.107,1789.1521,4,1330,0330,P 9e
1261.4886,4.270e-26,0.0846,0.107,1789.152,4,1330,0330,P 9f
1261.4926,3.400e-27,0.0709,0.087,1587.3709,4,1220,0220,Q 32f
1261.4933,2.414e-28,0.0692,0.083,1792.3499,3,1220,0200,P 39e
1261.5172,7.314e-27,0.0745,0.094,2651.2238,2,2220,1220,P 22e
1261.5180,2.658e-28,0.0719,0.089,3160.5538,1,1111,0111,Q 29f
1261.5198,3.965e-27,0.0712,0.088,1562.0366,4,1220,0220,Q 31e
1261.5199,7.316e-27,0.0745,0.094,2651.204,2,2220,1220,P 22f
1261.5390,3.356e-28,0.0846,0.107,3174.4586,2,3110,2110,P 9f
1261.5393,2.966e-23,0.0759,0.097,739.2024,3,1110,0110,P 19e
1261.5464,3.358e-28,0.0846,0.107,3174.3687,2,3110,2110,P 9e
1261.5544,2.959e-23,0.0759,0.097,739.4849,3,1110,0110,P 19f
1261.5550,6.786e-26,0.0712,0.088,2130.011,2,1310,0310,P 31e
1261.5565,7.904e-26,0.0745,0.094,3376.2285,1,3110,2110,P 22e
1261.5596,4.304e-28,0.0765,0.098,3158.6635,3,3110,1310,P 18f
1261.5617,6.721e-26,0.0712,0.088,2131.5553,2,1310,0310,P 31f
1261.5648,2.237e-27,0.0922,0.114,2557.3918,2,3000,2000,P 3e
1261.5649,3.312e-27,0.0783,0.101,2433.7684,4,1440,0440,P 15e
1261.5649,3.312e-27,0.0783,0.101,2433.7684,4,1440,0440,P 15f
1261.5694,3.972e-27,0.0712,0.088,1562.0072,4,1220,0220,Q 31f
1261.5718,4.320e-28,0.0765,0.098,3158.1489,3,3110,1310,P 18e
1261.5765,3.649e-27,0.0715,0.088,2692.7076,3,1420,0420,P 30e
1261.5789,5.189e-27,0.0759,0.097,3906.4229,1,3200,2200,P 19e
1261.5799,4.925e-26,0.0941,0.116,1265.5143,5,2000,1000,R 1e
1261.5814,3.208e-24,0.0799,0.103,660.4026,5,1110,0110,P 13e
1261.5833,3.204e-24,0.0799,0.103,660.5393,5,1110,0110,P 13f
1261.5851,1.966e-28,0.0833,0.106,2926.5142,4,2330,0530,P 10e
1261.5853,1.966e-28,0.0833,0.106,2926.514,4,2330,0530,P 10f
1261.6004,5.955e-28,0.0712,0.088,2748.492,1,1400,0420,P 31e
1261.6004,4.619e-27,0.0715,0.088,1537.4607,4,1220,0220,Q 30e
1261.6028,3.655e-27,0.0715,0.088,2692.5871,3,1420,0420,P 30f
1261.6032,2.033e-25,0.0783,0.101,1259.3288,5,1200,0200,P 15e
1261.6124,3.997e-27,0.0709,0.087,2721.9098,2,1400,0400,P 32e
1261.6175,2.023e-27,0.0701,0.085,4159.4913,1,2420,1420,P 35e
1261.6197,7.870e-26,0.0745,0.094,3376.7742,1,3110,2110,P 22f
1261.6337,6.589e-28,0.0681,0.08,4307.6366,1,0820,0620,P 44f
1261.6379,1.506e-28,0.0704,0.086,3377.8321,3,1530,0530,P 34f
1261.6409,1.506e-28,0.0704,0.086,3377.8234,3,1530,0530,P 34e
1261.6441,4.626e-27,0.0715,0.088,1537.4348,4,1220,0220,Q 30f
1261.6444,9.495e-27,0.0857,0.108,1888.0073,5,2110,1110,P 8f
1261.6476,9.501e-27,0.0857,0.108,1887.9434,5,2110,1110,P 8e
1261.6494,2.064e-27,0.0667,0.076,4106.6992,1,1550,0550,P 52f
1261.6495,2.064e-27,0.0667,0.076,4106.6992,1,1550,0550,P 52e
1261.6501,4.859e-27,0.0725,0.09,2612.1846,3,1400,0400,P 27e
1261.6520,4.525e-22,0.0833,0.106,44.5324,3,1000,0000,P 10e
1261.6528,1.479e-26,0.0685,0.081,3655.2584,1,1510,0510,P 42e
1261.6569,4.728e-27,0.0777,0.1,2506.201,4,2200,1200,R 15e
1261.6623,3.097e-28,0.0722,0.09,3136.4114,1,1111,0111,Q 28f
1261.6699,6.133e-27,0.0749,0.095,2641.472,3,2220,1220,P 21e
1261.6719,2.029e-27,0.0701,0.085,4159.2351,1,2420,1420,P 35f
1261.6734,6.134e-27,0.0749,0.095,2641.4638,3,2220,1220,P 21f
1261.6771,1.874e-28,0.0754,0.096,3090.672,4,1550,0550,P 20e
1261.6771,1.874e-28,0.0754,0.096,3090.672,4,1550,0550,P 20f
1261.6783,5.366e-27,0.0719,0.089,1513.6765,4,1220,0220,Q 29e
1261.6888,3.624e-28,0.0635,0.067,3657.6756,1,1220,1000,R 75e
1261.6895,2.983e-27,0.0722,0.09,4104.6124,1,3220,2220,P 28e
1261.6921,2.550e-28,0.0725,0.09,3351.885,3,2330,1330,P 27f
1261.6922,2.550e-28,0.0725,0.09,3351.8847,3,2330,1330,P 27e
1261.7042,2.985e-27,0.0722,0.09,4104.5858,1,3220,2220,P 28f
1261.7047,1.017e-26,0.0846,0.107,3410.6479,1,1221,0221,P 9e
1261.7049,1.017e-26,0.0846,0.107,3410.6474,1,1221,0221,P 9f
1261.7165,5.374e-27,0.0719,0.089,1513.6539,4,1220,0220,Q 29f
1261.7202,6.780e-28,0.0962,0.119,2534.532,3,3000,2000,R 0e
1261.7263,1.445e-26,0.0685,0.081,3659.108,1,1510,0510,P 42f
1261.7308,2.356e-28,0.0707,0.086,3314.1076,2,2310,0510,P 33e
1261.7309,7.038e-27,0.0799,0.103,2513.1564,3,2200,1200,P 13e
1261.7320,2.320e-28,0.0707,0.086,3316.6535,2,2310,0510,P 33f
1261.7370,1.257e-24,0.0729,0.091,1455.7607,3,1220,0220,P 26e
1261.7446,1.258e-24,0.0729,0.091,1455.7369,3,1220,0220,P 26f
1261.7484,1.139e-28,0.0754,0.096,2381.644,1,0600,0001,R 19e
1261.7535,6.217e-27,0.0722,0.09,1490.6842,4,1220,0220,Q 28e
1261.7593,2.233e-28,0.0809,0.104,3145.2452,4,2310,2110,R 11e
1261.7683,5.879e-24,0.0692,0.083,2403.107,1,1310,0310,P 39e
1261.7703,3.475e-27,0.0707,0.086,2756.522,2,1420,0420,P 33e
1261.7719,3.818e-27,0.0623,0.063,3197.6182,1,0220,0000,R 87e
1261.7720,4.265e-28,0.088,0.11,2536.7809,5,3000,2000,R 5e
1261.7722,3.554e-27,0.0846,0.107,3873.6441,1,4000,3000,P 9e
1261.7740,1.004e-26,0.0729,0.091,2462.5092,3,1001,0001,R 25e
1261.7744,4.523e-26,0.0709,0.087,2185.6513,3,1330,0330,P 32f
1261.7749,4.524e-26,0.0709,0.087,2185.6499,3,1330,0330,P 32e
1261.7765,1.159e-24,0.0741,0.094,1446.2667,4,2000,1000,R 22e
1261.7837,2.536e-23,0.0729,0.091,869.5601,2,1110,0110,P 26e
1261.7869,6.225e-27,0.0722,0.09,1490.6645,4,1220,0220,Q 28f
1261.7915,3.487e-27,0.0707,0.086,2756.2115,2,1420,0420,P 33f
1261.7961,2.527e-23,0.0729,0.091,870.1281,2,1110,0110,P 26f
1261.8018,3.599e-28,0.0725,0.09,3113.1005,1,1111,0111,Q 27f
1261.8029,2.228e-24,0.0809,0.104,1345.4217,2,2000,1000,P 12e
1261.8071,2.437e-28,0.0749,0.095,1345.0655,2,1200,0220,P 21e
1261.8209,7.299e-25,0.0868,0.109,1171.7833,4,1200,0200,R 6e
1261.8259,7.184e-27,0.0725,0.09,1468.4839,4,1220,0220,Q 27e
1261.8373,2.232e-28,0.0809,0.104,3145.3909,4,2310,2110,R 11f
1261.8399,5.793e-24,0.0692,0.083,2405.4174,1,1310,0310,P 39f
1261.8485,1.757e-28,0.0701,0.085,3385.8045,2,1530,0530,P 35f
1261.8491,1.128e-24,0.0715,0.088,1541.5784,2,1220,0220,P 30e
1261.8500,1.377e-26,0.0846,0.107,2207.583,2,1001,0001,R 8e
1261.8528,3.731e-27,0.0741,0.094,2689.9749,4,3000,2000,R 22e
1261.8549,7.191e-27,0.0725,0.09,1468.4669,4,1220,0220,Q 27f
1261.8581,1.758e-28,0.0701,0.085,3385.7692,2,1530,0530,P 35e
1261.8614,1.129e-24,0.0715,0.088,1541.5065,2,1220,0220,P 30f
1261.8913,7.028e-28,0.0846,0.107,3968.8414,1,1311,0311,P 9f
1261.8944,1.542e-27,0.0696,0.084,2914.4449,3,1440,0440,P 37e
1261.8945,1.542e-27,0.0696,0.084,2914.4448,3,1440,0440,P 37f
1261.8956,8.279e-27,0.0729,0.091,1447.0757,4,1220,0220,Q 26e
1261.9036,1.788e-25,0.0754,0.096,1344.1907,5,1220,0220,P 20e
1261.9059,2.561e-24,0.0681,0.08,2599.2031,1,1330,0330,P 44f
1261.9061,1.789e-25,0.0754,0.096,1344.1831,5,1220,0220,P 20f
1261.9094,1.187e-26,0.0759,0.097,1894.2051,5,1310,0310,P 19f
1261.9098,7.036e-28,0.0846,0.107,3968.7096,1,1311,0311,P 9e
1261.9105,2.562e-24,0.0681,0.08,2599.1898,1,1330,0330,P 44e
1261.9124,2.543e-28,0.0741,0.094,4566.2958,1,3310,2310,P 23f
1261.9187,2.621e-28,0.0741,0.094,4565.3271,1,3310,2310,P 23e
1261.9202,1.191e-26,0.0759,0.097,1893.6791,5,1310,0310,P 19e
1261.9207,8.287e-27,0.0729,0.091,1447.061,4,1220,0220,Q 26f
1261.9255,2.095e-23,0.0725,0.09,2195.7691,1,2110,1110,P 27e
1261.9281,1.723e-24,0.0749,0.095,1347.3637,3,1200,0200,P 21e
1261.9290,2.794e-28,0.0846,0.107,3171.861,3,2310,2110,P 9f
1261.9291,2.797e-28,0.0846,0.107,3171.7665,3,2310,2110,P 9e
1261.9326,6.689e-26,0.082,0.105,1883.3126,4,2110,1110,R 10e
1261.9362,4.171e-28,0.0729,0.091,3090.6209,1,1111,0111,Q 26f
1261.9417,1.282e-23,0.0857,0.108,606.3867,4,1110,0110,R 7e
1261.9495,9.274e-23,0.0692,0.083,1832.8374,1,1220,0220,P 39e
1261.9564,2.622e-28,0.0719,0.089,3230.2731,3,1510,0510,P 29f
1261.9626,9.518e-27,0.0733,0.092,1426.4597,4,1220,0220,Q 25e
1261.9645,1.282e-23,0.0857,0.108,606.4265,4,1110,0110,R 7f
1261.9650,2.652e-28,0.0719,0.089,3228.5325,3,1510,0510,P 29e
1261.9745,2.143e-24,0.088,0.11,2236.2234,1,1001,0001,R 5e
1261.9779,9.291e-23,0.0692,0.083,1832.6995,1,1220,0220,P 39f
1261.9794,3.168e-25,0.0689,0.082,3011.3851,1,1400,0400,P 40e
1261.9802,3.261e-28,0.0754,0.096,1943.5647,1,1310,0330,P 20f
1261.9818,6.984e-27,0.0892,0.111,3376.4742,1,1201,0201,P 5e
1261.9825,6.686e-26,0.082,0.105,1883.4084,4,2110,1110,R 10f
1261.9843,9.526e-27,0.0733,0.092,1426.447,4,1220,0220,Q 25f
1261.9846,5.370e-22,0.0749,0.095,193.532,2,1000,0000,P 21e
1261.9855,8.525e-27,0.0759,0.097,2590.1577,2,2200,1200,P 19e
1261.9873,1.072e-19,0.0729,0.091,294.0589,1,1000,0000,P 26e
1261.9898,7.763e-27,0.0729,0.091,2046.3016,5,1330,0330,P 26f
1261.9900,7.763e-27,0.0729,0.091,2046.3012,5,1330,0330,P 26e
1261.9954,2.084e-23,0.0725,0.09,2196.4576,1,2110,1110,P 27f
1261.9992,2.323e-28,0.077,0.099,4573.1631,1,4110,3110,P 17e
1262.0020,1.651e-24,0.0799,0.103,2638.9742,1,3000,2000,P 13e
1262.0069,5.277e-26,0.0712,0.088,3460.4247,1,2310,1310,P 31e
1262.0164,8.586e-28,0.0777,0.1,2869.1056,3,1111,0111,R 15e
1262.0176,3.435e-26,0.0941,0.116,2800.7918,1,1111,0111,P 2f
1262.0176,1.571e-26,0.0783,0.101,3567.7065,1,2001,1001,R 14e
1262.0200,5.228e-28,0.0704,0.086,2672.4118,5,1001,0001,R 33e
1262.0205,3.435e-26,0.0941,0.116,2800.7871,1,1111,0111,P 2e
1262.0220,5.661e-22,0.0759,0.097,1443.4353,1,2000,1000,P 19e
1262.0235,5.393e-26,0.0733,0.092,1450.7747,1,1200,0220,P 25e
1262.0270,1.092e-26,0.0736,0.093,1406.6358,4,1220,0220,Q 24e
1262.0388,5.221e-26,0.0712,0.088,3462.0231,1,2310,1310,P 31f
1262.0409,2.145e-26,0.0694,0.083,3689.4927,1,2330,1330,P 38f
1262.0426,2.145e-26,0.0694,0.083,3689.4884,1,2330,1330,P 38e
1262.0441,1.646e-28,0.0707,0.086,4666.5731,1,2510,1510,P 33e
1262.0443,2.315e-28,0.077,0.099,4573.5655,1,4110,3110,P 17f
1262.0456,1.092e-26,0.0736,0.093,1406.6251,4,1220,0220,Q 24f
1262.0526,3.351e-21,0.0707,0.086,1058.861,1,1110,0110,P 33e
1262.0559,1.619e-28,0.0707,0.086,4669.1476,1,2510,1510,P 33f
1262.0609,3.764e-28,0.0733,0.092,3290.8185,2,2330,1330,P 25f
1262.0613,3.764e-28,0.0733,0.092,3290.8175,2,2330,1330,P 25e
1262.0654,9.351e-28,0.0685,0.081,4225.4811,1,1600,0600,P 42e
1262.0657,4.821e-28,0.0733,0.092,3068.973,1,1111,0111,Q 25f
1262.0715,8.581e-28,0.0777,0.1,2869.2806,3,1111,0111,R 15f
1262.0748,7.290e-28,0.0783,0.101,2549.219,5,2220,1220,P 15e
1262.0751,2.707e-26,0.067,0.077,2237.3592,1,1220,0200,P 50e
1262.0758,7.290e-28,0.0783,0.101,2549.217,5,2220,1220,P 15f
1262.0803,6.832e-25,0.0707,0.086,2944.2341,1,2220,1220,P 33e
1262.0843,6.972e-28,0.0685,0.081,4419.5297,1,1640,1440,P 42e
1262.0844,6.972e-28,0.0685,0.081,4419.5295,1,1640,1440,P 42f
1262.0852,1.025e-28,0.0653,0.072,3338.4563,1,1330,0310,P 61f
1262.0882,2.973e-22,0.0754,0.096,150.2967,4,1000,0000,R 19e
1262.0883,1.389e-28,0.0673,0.078,3444.1691,1,2220,1200,P 48e
1262.0888,1.249e-26,0.0741,0.094,1387.6043,4,1220,0220,Q 23e
1262.0915,7.541e-26,0.0673,0.078,3345.9839,1,1440,0440,P 48e
1262.0920,7.541e-26,0.0673,0.078,3345.9829,1,1440,0440,P 48f
1262.0920,7.361e-28,0.0754,0.096,2479.3352,5,1400,0400,P 20e
1262.0944,5.221e-28,0.088,0.11,4074.4009,1,2111,1111,R 5e
1262.0999,6.839e-25,0.0707,0.086,2944.1702,1,2220,1220,P 33f
1262.1023,3.045e-28,0.0712,0.088,2752.1451,5,1440,0440,P 31e
1262.1024,3.045e-28,0.0712,0.088,2752.1451,5,1440,0440,P 31f
1262.1032,1.151e-25,0.0799,0.103,1936.1968,3,2110,1110,P 13e
1262.1044,1.250e-26,0.0741,0.094,1387.5953,4,1220,0220,Q 23f
1262.1090,1.149e-25,0.0799,0.103,1936.3551,3,2110,1110,P 13f
1262.1110,1.401e-25,0.077,0.099,1988.1332,2,2110,1110,P 17f
1262.1116,5.221e-28,0.088,0.11,4074.4274,1,2111,1111,R 5f
1262.1118,1.404e-25,0.077,0.099,1987.8602,2,2110,1110,P 17e
1262.1152,2.259e-25,0.0685,0.081,3090.886,1,1420,0420,P 42e
1262.1180,2.236e-28,0.0846,0.107,3018.5688,4,3110,1310,R 8e
1262.1185,1.388e-24,0.0722,0.09,1485.1258,2,1200,0200,P 28e
1262.1241,4.652e-28,0.088,0.11,2452.7697,5,2200,1200,P 6e
1262.1278,3.330e-21,0.0707,0.086,1059.7483,1,1110,0110,P 33f
1262.1382,3.002e-28,0.0673,0.078,4488.5256,1,2440,0640,P 48e
1262.1405,3.002e-28,0.0673,0.078,4488.5197,1,2440,0640,P 48f
1262.1479,1.427e-26,0.0745,0.094,1369.3652,4,1220,0220,Q 22e
1262.1567,2.235e-28,0.0846,0.107,3018.6698,4,3110,1310,R 8f
1262.1612,1.428e-26,0.0745,0.094,1369.3576,4,1220,0220,Q 22f
1262.1792,8.707e-26,0.0733,0.092,2000.0839,3,1310,0310,P 25e
1262.1820,8.653e-26,0.0733,0.092,2000.983,3,1310,0310,P 25f
1262.1903,5.558e-28,0.0736,0.093,3048.1568,1,1111,0111,Q 24f
1262.2039,2.272e-25,0.0685,0.081,3090.3339,1,1420,0420,P 42f
1262.2042,1.626e-26,0.0749,0.095,1351.9186,4,1220,0220,Q 21e
1262.2118,6.586e-25,0.0922,0.114,1274.7311,3,2000,1000,P 3e
1262.2153,1.627e-26,0.0749,0.095,1351.9123,4,1220,0220,Q 21f
1262.2186,7.686e-28,0.0791,0.102,4035.918,1,1331,0331,P 14e
1262.2186,7.686e-28,0.0791,0.102,4035.918,1,1331,0331,P 14f
1262.2470,1.253e-27,0.0906,0.112,2313.3567,4,2220,0420,P 4e
1262.2470,1.253e-27,0.0906,0.112,2313.3567,4,2220,0420,P 4f
1262.2545,1.787e-23,0.0922,0.114,4.88,5,1000,0000,P 3e
1262.2581,1.851e-26,0.0754,0.096,1335.2645,4,1220,0220,Q 20e
1262.2633,4.245e-28,0.0906,0.112,2744.588,2,1111,0111,R 3e
1262.2640,1.252e-28,0.0729,0.091,2462.5092,3,0600,0001,R 25e
1262.2673,1.851e-26,0.0754,0.096,1335.2593,4,1220,0220,Q 20f
1262.2712,4.245e-28,0.0906,0.112,2744.5975,2,1111,0111,R 3f
1262.2874,6.196e-28,0.0741,0.094,2543.2568,5,1420,0420,P 23e
1262.2932,5.000e-28,0.0749,0.095,3197.0081,2,1510,1310,P 21f
1262.2979,6.199e-28,0.0741,0.094,2543.2157,5,1420,0420,P 23f
1262.2993,2.258e-27,0.0699,0.084,2863.2409,2,1440,0440,P 36e
1262.2995,2.258e-27,0.0699,0.084,2863.2405,2,1440,0440,P 36f
1262.3024,3.801e-26,0.0857,0.108,1782.0036,4,1330,0330,P 8e
1262.3025,3.801e-26,0.0857,0.108,1782.0036,4,1330,0330,P 8f
1262.3079,8.429e-27,0.0679,0.079,3785.3398,1,1530,0530,P 45f
1262.3084,5.026e-28,0.0749,0.095,3196.2351,2,1510,1310,P 21e
1262.3093,2.103e-26,0.0759,0.097,1319.403,4,1220,0220,Q 19e
1262.3099,6.392e-28,0.0741,0.094,3028.1724,1,1111,0111,Q 23f
1262.3158,5.164e-26,0.0707,0.086,2198.4408,2,1330,0330,P 33f
1262.3169,2.103e-26,0.0759,0.097,1319.3988,4,1220,0220,Q 19f
1262.3175,5.164e-26,0.0707,0.086,2198.435,2,1330,0330,P 33e
1262.3189,2.539e-28,0.0759,0.097,1926.7431,1,1310,0330,P 19e
1262.3278,8.437e-27,0.0679,0.079,3785.273,1,1530,0530,P 45e
1262.3470,1.161e-28,0.0709,0.087,4805.4895,1,2530,2330,P 32f
1262.3474,1.161e-28,0.0709,0.087,4805.4884,1,2530,2330,P 32e
1262.3579,2.386e-26,0.0765,0.098,1304.3342,4,1220,0220,Q 18e
